0.05,-0.25,-0.17,9.76,-30.29,-23.49,4.18,-0.25,0.00,-0.13,10
0.05,-0.23,-0.23,9.82,-30.09,-24.90,4.18,0.38,0.06,0.13,10
0.05,-0.14,-0.16,9.80,-30.09,-25.60,3.29,-0.19,0.13,-0.06,10
0.05,-0.34,-0.29,9.73,-30.09,-25.60,3.36,0.13,0.06,-0.25,10
0.05,-0.23,-0.17,9.80,-30.77,-25.60,3.77,0.06,-0.19,0.00,10
0.05,-0.16,-0.23,9.82,-30.29,-24.19,4.66,-0.13,0.31,0.31,10
0.05,-0.25,-0.17,9.78,-29.13,-24.90,3.77,-0.19,0.00,0.31,10
0.05,-0.27,-0.17,9.78,-30.29,-22.79,3.29,0.06,0.06,0.00,10
0.05,-0.19,-0.19,9.82,-30.77,-26.30,3.77,-0.19,0.06,0.00,10
0.05,-0.21,-0.17,9.80,-30.29,-23.49,3.77,0.13,0.06,0.06,10
0.05,-0.27,-0.21,9.80,-30.29,-24.90,3.29,-0.19,0.06,0.06,10
0.05,-0.17,-0.17,9.88,-29.61,-24.19,4.18,-0.19,-0.06,0.00,10
0.05,-0.29,-0.19,9.78,-29.37,-23.49,2.88,-0.06,0.19,0.00,10
0.05,-0.23,-0.17,9.84,-30.53,-26.89,5.89,0.00,-0.19,0.06,10
0.05,-0.21,-0.19,9.82,-29.85,-27.59,4.18,0.06,0.19,0.00,10
0.05,-0.25,-0.17,9.80,-29.61,-24.90,4.18,-0.19,0.19,-0.06,10
0.05,-0.25,-0.19,9.80,-30.09,-22.09,4.18,0.13,0.00,-0.06,10
0.05,-0.19,-0.19,9.82,-28.40,-21.38,3.77,-0.13,-0.06,0.00,10
0.05,-0.23,-0.19,9.78,-30.29,-24.90,4.66,0.19,0.06,-0.06,10
0.05,-0.25,-0.19,9.80,-29.13,-22.79,5.07,-0.06,-0.13,-0.13,10
0.05,-0.21,-0.17,9.82,-30.09,-26.30,5.55,-0.06,-0.13,0.06,10
0.05,-0.27,-0.17,9.76,-29.37,-22.09,3.84,0.06,0.13,0.06,10
0.05,-0.23,-0.19,9.78,-29.85,-24.19,3.77,-0.06,0.00,-0.06,10
0.05,-0.25,-0.19,9.78,-29.85,-24.90,3.77,0.13,0.00,0.25,10
0.05,-0.21,-0.17,9.76,-30.29,-24.90,2.88,-0.13,-0.06,0.00,10
0.05,-0.23,-0.19,9.80,-30.29,-23.49,3.36,0.00,-0.13,0.00,10
0.05,-0.21,-0.17,9.82,-29.61,-25.60,3.77,-0.31,0.06,0.06,10
0.05,-0.23,-0.17,9.80,-29.85,-27.59,2.88,-0.19,0.06,0.00,10
0.05,-0.19,-0.23,9.80,-30.09,-24.19,4.18,-0.06,0.13,0.13,10
0.05,-0.19,-0.17,9.82,-30.29,-24.19,4.18,-0.06,0.13,0.19,10
0.05,-0.21,-0.19,9.78,-29.85,-27.01,3.84,-0.25,0.13,0.13,10
0.05,-0.23,-0.17,9.80,-31.50,-26.89,3.36,0.00,0.06,0.06,10
0.05,-0.23,-0.19,9.80,-30.29,-24.19,3.77,-0.06,0.00,0.06,10
0.05,-0.23,-0.17,9.76,-29.13,-24.19,3.29,-0.06,0.00,0.13,10
0.05,-0.27,-0.19,9.78,-29.37,-27.59,2.54,0.00,0.06,0.13,10
0.05,-0.21,-0.17,9.80,-30.09,-22.79,4.18,-0.06,0.13,0.13,10
0.05,-0.27,-0.19,9.76,-29.85,-25.60,3.77,-0.13,0.06,0.06,10
0.05,-0.23,-0.19,9.80,-28.88,-24.19,3.77,0.00,-0.13,0.00,10
0.05,-0.21,-0.17,9.82,-28.88,-27.59,5.07,-0.06,0.00,0.19,10
0.05,-0.21,-0.17,9.80,-29.85,-23.49,3.36,-0.19,-0.06,-0.06,10
